,profit,budget,company,country,director,genre,gross,name,rating,released,runtime,star,writer,year,ROI_pct,release_dt
30,14246734,25000000,L.A. Films,USA,John Landis,Comedy,39246734,�Three Amigos!,PG,12/12/1986,104,Steve Martin,Steve Martin,1986,56.986936,1986-12-12
31,24042224,25000000,Warner Bros.,USA,George P. Cosmatos,Action,49042224,Cobra,R,5/23/1986,87,Sylvester Stallone,Paula Gosling,1986,96.168896,1986-05-23
33,-7281977,24500000,Warner Bros.,UK,Roland Joff�,Adventure,17218023,The Mission,PG,10/31/1986,125,Robert De Niro,Robert Bolt,1986,-29.722355102040815,1986-10-31
34,38493982,13800000,Touchstone Pictures,USA,Martin Scorsese,Drama,52293982,The Color of Money,R,10/17/1986,119,Paul Newman,Walter Tevis,1986,278.94189855072466,1986-10-17
37,-155132,6000000,HBO Films,USA,Robert Harmon,Thriller,5844868,The Hitcher,R,2/21/1986,97,Rutger Hauer,Eric Red,1986,-2.5855333333333332,1986-02-21
38,27499651,10000000,Amblin Entertainment,USA,Richard Benjamin,Comedy,37499651,The Money Pit,PG,3/26/1986,91,Tom Hanks,David Giler,1986,274.99651,1986-03-26
39,16472057,3000000,Paramount Pictures,USA,Tom McLoughlin,Horror,19472057,Jason Lives: Friday the 13th Part VI,R,8/1/1986,86,Thom Mathews,Tom McLoughlin,1986,549.0685666666667,1986-08-01
40,-10697221,25000000,The Saul Zaentz Company,USA,Peter Weir,Adventure,14302779,The Mosquito Coast,PG,11/26/1986,117,Harrison Ford,Paul Theroux,1986,-42.788883999999996,1986-11-26
42,-1173477,4000000,Initial Pictures,UK,Alex Cox,Biography,2826523,Sid and Nancy,R,11/7/1986,112,Gary Oldman,Alex Cox,1986,-29.336925,1986-11-07
43,-5288780,10000000,De Laurentiis Entertainment Group (DEG),USA,John Guillermin,Action,4711220,King Kong Lives,PG-13,12/19/1986,105,Brian Kerwin,Ronald Shusett,1986,-52.8878,1986-12-19
44,-3239000,4500000,Empire Pictures,USA,Stuart Gordon,Horror,1261000,From Beyond,R,10/24/1986,86,Jeffrey Combs,H.P. Lovecraft,1986,-71.97777777777777,1986-10-24
45,23382841,18000000,TriStar Pictures,USA,Francis Ford Coppola,Comedy,41382841,Peggy Sue Got Married,PG-13,10/10/1986,103,Kathleen Turner,Jerry Leichtling,1986,129.90467222222222,1986-10-10
46,21996665,19000000,Freddie Fields Productions,USA,Brian Gibson,Horror,40996665,Poltergeist II: The Other Side,PG-13,5/23/1986,91,JoBeth Williams,Mark Victor,1986,115.77192105263158,1986-05-23
47,4350815,1100000,Empire Pictures,USA,John Carl Buechler,Comedy,5450815,Troll,PG-13,1/17/1986,82,Michael Moriarty,Ed Naha,1986,395.5286363636364,1986-01-17
50,498939,111000,Maljack Productions,USA,John McNaughton,Biography,609939,Henry: Portrait of a Serial Killer,UNRATED,9/7/1990,83,Michael Rooker,Richard Fire,1986,449.4945945945946,1990-09-07
51,-8302261,18000000,ABC Motion Pictures,USA,Harry Winer,Adventure,9697739,SpaceCamp,PG,6/6/1986,107,Kate Capshaw,Clifford Green,1986,-46.123672222222226,1986-06-06
52,33684041,6400000,Orion Pictures,USA,Woody Allen,Comedy,40084041,Hannah and Her Sisters,PG-13,3/14/1986,107,Mia Farrow,Woody Allen,1986,526.3131406250001,1986-03-14
53,24600000,14000000,Walt Disney Pictures,USA,Ron Clements,Animation,38600000,The Great Mouse Detective,G,7/2/1986,74,Vincent Price,Peter Young,1986,175.71428571428572,1986-07-02
54,7709459,8500000,De Laurentiis Entertainment Group (DEG),USA,John Irvin,Action,16209459,Raw Deal,R,6/6/1986,106,Arnold Schwarzenegger,Luciano Vincenzoni,1986,90.69951764705883,1986-06-06
55,-150353,6000000,Sunbow Productions,USA,Nelson Shin,Animation,5849647,The Transformers: The Movie,PG,8/8/1986,84,Orson Welles,Ron Friedman,1986,-2.5058833333333332,1986-08-08
57,-4408634,5000000,TriStar Pictures,USA,Fred Dekker,Comedy,591366,Night of the Creeps,R,8/22/1986,88,Jason Lively,Fred Dekker,1986,-88.17268,1986-08-22
58,-7115337,12000000,Cannon Pictures,USA,Tobe Hooper,Horror,4884663,Invaders from Mars,PG,6/6/1986,100,Karen Black,Richard Blake,1986,-59.294475000000006,1986-06-06
60,22607524,6000000,De Haven Productions,UK,David Anspaugh,Drama,28607524,Hoosiers,PG,2/27/1987,114,Gene Hackman,Angelo Pizzo,1986,376.79206666666664,1987-02-27
62,-4153000,6500000,Cinema '85,USA,James Foley,Crime,2347000,At Close Range,R,4/18/1986,111,Sean Penn,Elliott Lewitt,1986,-63.892307692307696,1986-04-18
66,5314289,20000000,Paramount Pictures,USA,Mike Nichols,Comedy,25314289,Heartburn,R,7/25/1986,108,Meryl Streep,Nora Ephron,1986,26.571445,1986-07-25
67,-13046268,15000000,Warner Bros.,USA,Michael Chapman,Adventure,1953732,The Clan of the Cave Bear,R,1/17/1986,98,Daryl Hannah,Jean M. Auel,1986,-86.97511999999999,1986-01-17
68,5768900,12000000,Golan-Globus Productions,USA,Menahem Golan,Action,17768900,The Delta Force,R,2/14/1986,125,Chuck Norris,James Bruner,1986,48.07416666666667,1986-02-14
74,18611610,18000000,Paramount Pictures,USA,Ron Howard,Comedy,36611610,Gung Ho,PG-13,3/14/1986,112,Michael Keaton,Edwin Blum,1986,103.39783333333334,1986-03-14
77,6962502,175000,40 Acres & A Mule Filmworks,USA,Spike Lee,Comedy,7137502,She's Gotta Have It,R,8/8/1986,84,Tracy Camilla Johns,Spike Lee,1986,3978.572571428571,1986-08-08
79,-3834088,8700000,Delphi V Productions,USA,Paul Michael Glaser,Action,4865912,Band of the Hand,R,4/11/1986,109,Stephen Lang,Leo Garen,1986,-44.06997701149425,1986-04-11
82,3945534,12000000,Columbia Pictures Corporation,USA,Mark L. Lester,Action,15945534,Armed and Dangerous,PG-13,8/15/1986,88,John Candy,Brian Grazer,1986,32.87945,1986-08-15
83,336000,1100000,Black Snake,USA,Jim Jarmusch,Comedy,1436000,Down by Law,R,10/30/1986,107,Tom Waits,Jim Jarmusch,1986,30.545454545454547,1986-10-30
84,10603715,10000000,Orion Pictures,USA,Robert Mandel,Action,20603715,F/X,R,2/7/1986,109,Bryan Brown,Robert T. Megginson,1986,106.03715,1986-02-07
87,-14100000,18000000,Gladden Entertainment,USA,Marshall Brickman,Sci-Fi,3900000,The Manhattan Project,PG-13,6/13/1986,117,John Lithgow,Marshall Brickman,1986,-78.33333333333333,1986-06-13
88,7947763,5000000,Paramount Pictures,USA,Fred Walton,Horror,12947763,April Fool's Day,R,3/28/1986,89,Deborah Foreman,Danilo Bach,1986,158.95526,1986-03-28
89,-23420740,25000000,Brooksfilms,USA,Alan Johnson,Action,1579260,Solarbabies,PG-13,11/26/1986,94,Richard Jordan,Walon Green,1986,-93.68296000000001,1986-11-26
92,-38358175,40000000,Carthago Films S.a.r.l.,France,Roman Polanski,Adventure,1641825,Piratas,PG-13,7/18/1986,121,Walter Matthau,John Brownjohn,1986,-95.8954375,1986-07-18
94,11458229,10000000,Touchstone Pictures,USA,Jeff Kanew,Comedy,21458229,Tough Guys,PG,10/3/1986,104,Burt Lancaster,James Orr,1986,114.58229,1986-10-03
97,-4209069,12000000,Cinema Group Ventures,USA,Roger Spottiswoode,Comedy,7790931,The Best of Times,PG-13,1/31/1986,104,Robin Williams,Ron Shelton,1986,-35.075575,1986-01-31
98,5369373,2000000,Paragon Arts International,UK,Kevin Tenney,Horror,7369373,Witchboard,R,3/13/1987,98,Todd Allen,Kevin Tenney,1986,268.46865,1987-03-13
99,48134225,14000000,Touchstone Pictures,USA,Paul Mazursky,Comedy,62134225,Down and Out in Beverly Hills,R,1/31/1986,103,Nick Nolte,Ren� Fauchois,1986,343.81589285714284,1986-01-31
100,-8222354,8500000,Capital Equipment Leasing,UK,Trevor Nunn,Biography,277646,Lady Jane,PG-13,2/7/1986,136,Helena Bonham Carter,Chris Bryant,1986,-96.73357647058823,1986-02-07
104,-16694886,18000000,Producers Sales Organization (PSO),USA,Hal Ashby,Action,1305114,8 Million Ways to Die,R,4/25/1986,115,Jeff Bridges,Lawrence Block,1986,-92.74936666666666,1986-04-25
111,3834302,8000000,Cannon Group,USA,J. Lee Thompson,Action,11834302,Firewalker,PG,11/21/1986,104,Chuck Norris,Robert Gosnell,1986,47.928775,1986-11-21
113,1641117,3300000,Amaretto Films,USA,Richard Wenk,Comedy,4941117,Vamp,R,7/18/1986,93,Chris Makepeace,Donald P. Borchers,1986,49.73081818181818,1986-07-18
117,-2691479,15000000,Warner Bros.,USA,Harold Ramis,Comedy,12308521,Club Paradise,PG-13,7/11/1986,96,Robin Williams,Harry Shearer,1986,-17.943193333333333,1986-07-11
118,9851591,40000000,Universal Pictures,USA,Ivan Reitman,Comedy,49851591,Legal Eagles,PG,6/20/1986,116,Robert Redford,Ivan Reitman,1986,24.628977499999998,1986-06-20
121,-4524534,13000000,Metro-Goldwyn-Mayer (MGM),USA,Brian De Palma,Comedy,8475466,Wise Guys,R,4/18/1986,100,Danny DeVito,George Gallo,1986,-34.80410769230769,1986-04-18
126,-14684317,17000000,HandMade Films,UK,Jim Goddard,Adventure,2315683,Shanghai Surprise,PG-13,8/29/1986,97,Sean Penn,John Kohn,1986,-86.37833529411765,1986-08-29
127,-12200000,16000000,Lorimar Productions,USA,Sidney Lumet,Drama,3800000,Power,R,1/31/1986,111,Richard Gere,David Himmelstein,1986,-76.25,1986-01-31
129,2905500,20000000,De Laurentiis Entertainment Group (DEG),USA,Bruce Beresford,Comedy,22905500,Crimes of the Heart,PG-13,1/23/1987,105,Diane Keaton,Beth Henley,1986,14.527499999999998,1987-01-23
133,3947631,6000000,Golan-Globus Productions,USA,J. Lee Thompson,Action,9947631,Murphy's Law,R,4/18/1986,100,Charles Bronson,Gail Morgan Hickman,1986,65.79384999999999,1986-04-18
139,679650,4000000,"Cannon Group, The",USA,Sam Firstenberg,Action,4679650,Avenging Force,R,9/12/1986,104,Michael Dudikoff,James Booth,1986,16.99125,1986-09-12
145,-6042057,18000000,Rastar Pictures,USA,Gene Saks,Comedy,11957943,Brighton Beach Memoirs,PG-13,12/25/1986,108,Blythe Danner,Neil Simon,1986,-33.56698333333333,1986-12-25
157,-20992750,25000000,De Laurentiis Entertainment Group (DEG),USA,Daryl Duke,Adventure,4007250,Tai-Pan,R,11/7/1986,127,Bryan Brown,John Briley,1986,-83.97099999999999,1986-11-07
159,-14206786,17000000,Escalante Productions,USA,Dick Richards,Action,2793214,Heat,R,3/13/1987,101,Burt Reynolds,William Goldman,1986,-83.5693294117647,1987-03-13
166,4034150,14000000,Columbia Pictures Corporation,USA,Richard Pryor,Biography,18034150,"Jo Jo Dancer, Your Life Is Calling",R,5/2/1986,97,Richard Pryor,Rocco Urbisci,1986,28.815357142857145,1986-05-02
168,-13356,3401376,Cinema Group Ventures,USA,Renny Harlin,Action,3388020,Born American,R,8/29/1986,97,Mike Norris,Renny Harlin,1986,-0.3926646157319861,1986-08-29
169,-3052213,10000000,Paramount Pictures,USA,Michelle Manning,Action,6947787,Blue City,R,5/2/1986,83,Judd Nelson,Ross Macdonald,1986,-30.522129999999997,1986-05-02
182,-698879,2000000,American Playhouse,USA,Jerrold Freedman,Drama,1301121,Native Son,PG,12/12/1986,111,Victor Love,Richard Wesley,1986,-34.94395,1986-12-12
199,-15704500,18000000,J&M; Entertainment,UK,Zoran Perisic,Action,2295500,Sky Bandits,PG,10/31/1986,100,Scott McGinnis,Thom Keyes,1986,-87.24722222222222,1986-10-31
200,-131088,1500000,Cinetel Films,USA,Fred Olen Ray,Action,1368912,Armed Response,R,10/3/1986,86,David Carradine,T.L. Lankford,1986,-8.7392,1986-10-03
220,14857814,16000000,Act III Communications,USA,Rob Reiner,Adventure,30857814,The Princess Bride,PG,10/9/1987,98,Cary Elwes,William Goldman,1987,92.86133749999999,1987-10-09
221,13564027,1000000,Cinemarque Entertainment BV,UK,Clive Barker,Horror,14564027,Hellraiser,R,9/18/1987,94,Andrew Robinson,Clive Barker,1987,1356.4026999999999,1987-09-18
222,16357676,30000000,Natant,UK,Stanley Kubrick,Drama,46357676,Full Metal Jacket,R,7/10/1987,116,Matthew Modine,Gustav Hasford,1987,54.52558666666667,1987-07-10
223,57952836,6000000,Great American Films Limited Partnership,USA,Emile Ardolino,Drama,63952836,Dirty Dancing,PG-13,8/21/1987,100,Patrick Swayze,Eleanor Bergstein,1987,965.8806000000001,1987-08-21
225,44735548,15000000,Amercent Films,USA,John McTiernan,Action,59735548,Predator,R,6/12/1987,107,Arnold Schwarzenegger,Jim Thomas,1987,298.23698666666667,1987-06-12
226,11122105,27000000,Braveworld Productions,USA,Paul Michael Glaser,Action,38122105,The Running Man,R,11/13/1987,101,Arnold Schwarzenegger,Stephen King,1987,41.19298148148148,1987-11-13
227,15419483,22700000,Brooksfilms,USA,Mel Brooks,Adventure,38119483,Spaceballs,PG,6/24/1987,96,Mel Brooks,Mel Brooks,1987,67.92723788546256,1987-06-24
228,40424681,13000000,Orion Pictures,USA,Paul Verhoeven,Action,53424681,RoboCop,R,7/17/1987,102,Peter Weller,Edward Neumeier,1987,310.9590846153846,1987-07-17
229,50207127,15000000,Warner Bros.,USA,Richard Donner,Action,65207127,Lethal Weapon,R,3/6/1987,110,Mel Gibson,Shane Black,1987,334.71418,1987-03-06
230,51270454,25000000,Paramount Pictures,USA,Brian De Palma,Crime,76270454,The Untouchables,R,6/3/1987,119,Kevin Costner,Oscar Fraley,1987,205.081816,1987-06-03
231,2323044,3600000,De Laurentiis Entertainment Group (DEG),USA,Sam Raimi,Comedy,5923044,Evil Dead II,R,3/13/1987,84,Bruce Campbell,Sam Raimi,1987,64.529,1987-03-13
232,-4663630,22000000,Golan-Globus Productions,USA,Gary Goddard,Action,17336370,Masters of the Universe,PG,8/7/1987,106,Dolph Lundgren,David Odell,1987,-21.19831818181818,1987-08-07
233,-8230010,12000000,Home Box Office (HBO),USA,Fred Dekker,Action,3769990,The Monster Squad,PG-13,8/14/1987,82,Andre Gower,Shane Black,1987,-68.58341666666666,1987-08-14
234,142645693,14000000,Paramount Pictures,USA,Adrian Lyne,Drama,156645693,Fatal Attraction,R,9/18/1987,119,Michael Douglas,James Dearden,1987,1018.8978071428572,1987-09-18
235,21185897,30000000,Eon Productions,UK,John Glen,Action,51185897,The Living Daylights,PG,7/31/1987,130,Timothy Dalton,Richard Maibaum,1987,70.61965666666666,1987-07-31
236,28848100,15000000,Twentieth Century Fox Film Corporation,USA,Oliver Stone,Crime,43848100,Wall Street,R,12/11/1987,126,Charlie Sheen,Stanley Weiser,1987,192.32066666666668,1987-12-11
237,-12761304,35000000,Amblin Entertainment,USA,Steven Spielberg,Drama,22238696,Empire of the Sun,PG,12/25/1987,153,Christian Bale,Tom Stoppard,1987,-36.46086857142857,1987-12-25
239,41766510,22000000,Warner Bros.,USA,George Miller,Comedy,63766510,The Witches of Eastwick,R,6/12/1987,118,Jack Nicholson,John Updike,1987,189.84777272727274,1987-06-12
241,40293222,4500000,New Line Cinema,USA,Chuck Russell,Action,44793222,A Nightmare on Elm Street 3: Dream Warriors,R,2/27/1987,96,Heather Langenkamp,Wes Craven,1987,895.4049333333334,1987-02-27
244,-2236987,23000000,Universal Pictures,USA,Joseph Sargent,Adventure,20763013,Jaws: The Revenge,PG-13,7/17/1987,89,Lorraine Gary,Peter Benchley,1987,-9.72603043478261,1987-07-17
245,-8942420,25000000,Cannon Group,USA,Menahem Golan,Action,16057580,Over the Top,PG,2/13/1987,93,Sylvester Stallone,Gary Conway,1987,-35.76968,1987-02-13
246,19530280,30000000,Paramount Pictures,USA,John Hughes,Comedy,49530280,"Planes, Trains & Automobiles",R,11/25/1987,93,Steve Martin,John Hughes,1987,65.10093333333333,1987-11-25
247,16847564,6000000,Circle Films,USA,Joel Coen,Comedy,22847564,Raising Arizona,PG-13,4/17/1987,94,Nicolas Cage,Ethan Coen,1987,280.79273333333333,1987-04-17
248,185632,17000000,Carolco International N.V.,UK,Alan Parker,Horror,17185632,Angel Heart,R,3/6/1987,113,Mickey Rourke,William Hjortsberg,1987,1.0919529411764706,1987-03-06
250,36721196,6000000,Gladden Entertainment,USA,Michael Gottlieb,Comedy,42721196,Mannequin,PG,2/13/1987,90,Andrew McCarthy,Edward Rugoff,1987,612.0199333333334,1987-02-13
252,-1106190,27000000,Warner Bros.,USA,Joe Dante,Action,25893810,Innerspace,PG,7/1/1987,120,Dennis Quaid,Chip Proser,1987,-4.0969999999999995,1987-07-01
253,65640528,15000000,Metro-Goldwyn-Mayer (MGM),USA,Norman Jewison,Comedy,80640528,Moonstruck,PG,1/15/1988,102,Cher,John Patrick Shanley,1987,437.60351999999995,1988-01-15
254,125665000,28000000,Paramount Pictures,USA,Tony Scott,Action,153665000,Beverly Hills Cop II,R,5/20/1987,100,Eddie Murphy,Danilo Bach,1987,448.8035714285714,1987-05-20
256,20984230,23000000,Recorded Picture Company (RPC),UK,Bernardo Bertolucci,Biography,43984230,The Last Emperor,PG-13,4/15/1988,163,John Lone,Mark Peploe,1987,91.23578260869564,1988-04-15
257,110922370,13000000,Touchstone Pictures,USA,Barry Levinson,Biography,123922370,"Good Morning, Vietnam",R,1/15/1988,121,Robin Williams,Mitch Markowitz,1987,853.2489999999999,1988-01-15
258,530592,2600000,Merchant Ivory Productions,UK,James Ivory,Drama,3130592,Maurice,R,9/18/1987,140,James Wilby,E.M. Forster,1987,20.407384615384615,1987-09-18
259,156780960,11000000,Interscope Communications,USA,Leonard Nimoy,Comedy,167780960,3 Men and a Baby,PG,11/25/1987,102,Tom Selleck,Coline Serreau,1987,1425.2814545454546,1987-11-25
260,11182492,3000000,Alive Films,USA,John Carpenter,Horror,14182492,Prince of Darkness,R,10/23/1987,102,Donald Pleasence,John Carpenter,1987,372.7497333333333,1987-10-23
261,47715416,6500000,Columbia Pictures Corporation,USA,Luis Valdez,Biography,54215416,La Bamba,PG-13,7/24/1987,108,Lou Diamond Phillips,Luis Valdez,1987,734.0833230769231,1987-07-24
262,-1630693,5000000,F/M,USA,Kathryn Bigelow,Action,3369307,Near Dark,R,1988,94,Adrian Pasdar,Kathryn Bigelow,1987,-32.61386,1988-01-01
265,20509515,15000000,Orion Pictures,USA,Roger Donaldson,Action,35509515,No Way Out,R,8/14/1987,114,Kevin Costner,Kenneth Fearing,1987,136.73010000000002,1987-08-14
270,31249404,20000000,Amercent Films,USA,James L. Brooks,Comedy,51249404,Broadcast News,R,12/25/1987,133,William Hurt,James L. Brooks,1987,156.24702,1987-12-25
271,11039458,2500000,New Century Entertainment Corporation,Canada,Tibor Tak�cs,Fantasy,13539458,T�nel al infierno,PG-13,5/15/1987,85,Stephen Dorff,Michael Nankin,1987,441.57831999999996,1987-05-15
272,-1318980,17000000,Cannon Films,UK,Sidney J. Furie,Action,15681020,Superman IV: The Quest for Peace,PG,7/24/1987,90,Christopher Reeve,Joe Shuster,1987,-7.758705882352941,1987-07-24
273,10500000,3500000,Laurel Entertainment Inc.,USA,Michael Gornick,Comedy,14000000,Creepshow 2,R,5/1/1987,92,George Kennedy,Stephen King,1987,300.0,1987-05-01
274,4888703,3000000,Atlantic Entertainment Group,USA,Christopher Leitch,Comedy,7888703,Teen Wolf Too,PG,11/20/1987,95,Jason Bateman,Jeph Loeb,1987,162.95676666666668,1987-11-20
275,28050884,12000000,Columbia Pictures Industries,USA,Fred Schepisi,Comedy,40050884,Roxanne,PG,6/19/1987,107,Steve Martin,Edmond Rostand,1987,233.75736666666666,1987-06-19
276,54995879,12000000,Rastar Pictures,USA,Herbert Ross,Comedy,66995879,The Secret of My Succe$s,PG-13,4/10/1987,111,Michael J. Fox,Jim Cash,1987,458.29899166666667,1987-04-10
277,37387516,20000000,Applied Action,USA,Tom Mankiewicz,Comedy,57387516,Dragnet,PG-13,6/26/1987,106,Dan Aykroyd,Dan Aykroyd,1987,186.93758,1987-06-26
279,21321715,18000000,TriStar Pictures,USA,Blake Edwards,Comedy,39321715,Blind Date,PG-13,3/27/1987,95,Kim Basinger,Dale Launer,1987,118.45397222222222,1987-03-27
282,576615,1000000,Atlantic Entertainment Group,USA,Rod Amateau,Adventure,1576615,The Garbage Pail Kids Movie,PG,8/22/1987,100,Anthony Newley,Linda Palmer,1987,57.6615,1987-08-22
283,43915972,14000000,Orion Pictures,USA,Danny DeVito,Comedy,57915972,Throw Momma from the Train,PG-13,12/11/1987,88,Danny DeVito,Stu Silver,1987,313.68551428571425,1987-12-11
287,221568,3000000,Golan-Globus Productions,USA,Barbet Schroeder,Comedy,3221568,Barfly,R,10/16/1987,100,Mickey Rourke,Charles Bukowski,1987,7.3856,1987-10-16
288,-2314138,6000000,Universal Pictures,USA,Phil Joanou,Comedy,3685862,Three O'Clock High,PG-13,10/9/1987,97,Casey Siemaszko,Richard Christian Matheson,1987,-38.56896666666667,1987-10-09
291,-1709632,15000000,Amercent Films,USA,James Toback,Comedy,13290368,The Pick-up Artist,PG-13,9/18/1987,81,Molly Ringwald,James Toback,1987,-11.397546666666667,1987-09-18
292,-1207221,16000000,Orion Pictures,USA,Woody Allen,Comedy,14792779,Radio Days,PG,1/30/1987,88,Mia Farrow,Woody Allen,1987,-7.545131250000001,1987-01-30
294,20509382,3000000,Emshell Producers,USA,John R. Cherry III,Comedy,23509382,Ernest Goes to Camp,PG,5/22/1987,92,Jim Varney,John R. Cherry III,1987,683.6460666666667,1987-05-22
296,-6721451,17000000,Columbia Pictures Corporation,USA,Ridley Scott,Crime,10278549,Someone to Watch Over Me,R,10/9/1987,106,Tom Berenger,Howard Franklin,1987,-39.53794705882353,1987-10-09
298,-23100203,29000000,Universal Pictures,UK,Richard Attenborough,Biography,5899797,Cry Freedom,PG,11/6/1987,157,Denzel Washington,John Briley,1987,-79.6558724137931,1987-11-06
299,6423831,6000000,Fourth Protocol,UK,John Mackenzie,Thriller,12423831,The Fourth Protocol,R,8/28/1987,119,Michael Caine,George Axelrod,1987,107.06385,1987-08-28
300,-19606654,27000000,Home Box Office (HBO),USA,Hector Babenco,Drama,7393346,Ironweed,R,2/12/1988,143,Jack Nicholson,William Kennedy,1987,-72.61723703703704,1988-02-12
308,1880310,5000000,Cannon Group,USA,J. Lee Thompson,Action,6880310,Death Wish 4: The Crackdown,R,11/6/1987,99,Charles Bronson,Brian Garfield,1987,37.6062,1987-11-06
309,532286,18000000,Amercent Films,USA,Jonathan Kaplan,Comedy,18532286,Project X,PG,4/17/1987,108,Matthew Broderick,Lawrence Lasker,1987,2.9571444444444444,1987-04-17
312,-3200000,4000000,Cannon Films,USA,Ruggero Deodato,Fantasy,800000,The Barbarians,R,3/20/1987,87,David Paul,Alberto Piferi,1987,-80.0,1987-03-20
313,-40624819,55000000,Columbia Pictures Corporation,USA,Elaine May,Action,14375181,Ishtar,PG-13,5/15/1987,107,Warren Beatty,Elaine May,1987,-73.86330727272727,1987-05-15
314,5128617,100000,Conquering Unicorn,USA,Robert Townsend,Comedy,5228617,Hollywood Shuffle,R,3/20/1987,78,Robert Townsend,Robert Townsend,1987,5128.617,1987-03-20
323,-10692156,22000000,Carolco Entertainment,USA,Walter Hill,Action,11307844,Extreme Prejudice,R,4/24/1987,96,Nick Nolte,John Milius,1987,-48.60070909090909,1987-04-24
324,3650000,350000,Cannon Group,USA,Sam Firstenberg,Action,4000000,American Ninja 2: The Confrontation,R,5/1/1987,90,Michael Dudikoff,Gary Conway,1987,1042.857142857143,1987-05-01
325,-2319642,4000000,Cinecom Entertainment Group,USA,John Sayles,Drama,1680358,Matewan,PG-13,6/30/1988,135,Chris Cooper,John Sayles,1987,-57.99105,1988-06-30
327,-19083129,24000000,Columbia Pictures,USA,Paul Weiland,Action,4916871,Leonard Part 6,PG,12/18/1987,85,Bill Cosby,Jonathan Reynolds,1987,-79.5130375,1987-12-18
328,-3880888,5000000,Golan-Globus Productions,USA,Jerry Schatzberg,Crime,1119112,Street Smart,R,3/20/1987,97,Christopher Reeve,David Freeman,1987,-77.61776,1987-03-20
330,-3593121,9000000,Gladden Entertainment,USA,Michael Cimino,Action,5406879,The Sicilian,R,10/23/1987,115,Christopher Lambert,Mario Puzo,1987,-39.923566666666666,1987-10-23
340,19441,7000000,De Laurentiis Entertainment Group (DEG),USA,Bob Giraldi,Comedy,7019441,Hiding Out,PG-13,11/6/1987,98,Jon Cryer,Joe Menosky,1987,0.27772857142857144,1987-11-06
342,-6939142,10000000,Orion Pictures,USA,Harley Cokeliss,Action,3060858,Malone,R,5/1/1987,92,Burt Reynolds,Christopher Frank,1987,-69.39142000000001,1987-05-01
345,-4567313,6000000,"Samuel Goldwyn Company, The",UK,Mike Hodges,Action,1432687,A Prayer for the Dying,R,9/11/1987,107,Mickey Rourke,Jack Higgins,1987,-76.12188333333333,1987-09-11
352,-2192449,5300000,Columbia Pictures,UK,Michael Radford,Crime,3107551,White Mischief,R,5/6/1988,107,Sarah Miles,James Fox,1987,-41.36696226415094,1988-05-06
353,-9513566,10000000,Rollins-Joffe Productions,USA,Woody Allen,Drama,486434,September,PG,12/18/1987,83,Elaine Stritch,Woody Allen,1987,-95.13566,1987-12-18
355,-2957813,3520000,Independent Film Centre,USA,Lance Hool,Action,562187,Steel Dawn,R,3/31/1988,100,Patrick Swayze,Doug Lefler,1987,-84.0287784090909,1988-03-31
356,-945296,1300000,Empire Pictures,USA,Renny Harlin,Crime,354704,Prison,R,12/8/1987,102,Lane Smith,Irwin Yablans,1987,-72.71507692307692,1987-12-08
357,5950002,25000000,Warner Bros.,USA,Martin Ritt,Drama,30950002,Nuts,R,12/11/1987,116,Barbra Streisand,Tom Topor,1987,23.800008000000002,1987-12-11
358,14411386,11000000,Bandai Films,USA,Barry Levinson,Comedy,25411386,Tin Men,R,3/13/1987,112,Richard Dreyfuss,Barry Levinson,1987,131.0126,1987-03-13
360,-6703632,7500000,De Laurentiis Entertainment Group (DEG),USA,William Friedkin,Drama,796368,Rampage,R,10/30/1992,97,Michael Biehn,William P. Wood,1987,-89.38176,1992-10-30
370,6868521,3000000,Vista Organization,USA,Amy Holden Jones,Fantasy,9868521,Maid to Order,PG,7/31/1987,93,Ally Sheedy,Amy Holden Jones,1987,228.95069999999998,1987-07-31
372,-789800,1000000,Commies From Mars Corporation,UK,Alex Cox,Action,210200,Straight to Hell,R,6/26/1987,100,Sy Richardson,Alex Cox,1987,-78.97999999999999,1987-06-26
376,54323,100000,Silent Night Releasing Corporation,USA,Lee Harry,Horror,154323,"Silent Night, Deadly Night 2",R,4/10/1987,88,Eric Freeman,Michael Hickey,1987,54.323,1987-04-10
378,-6011038,8000000,De Laurentiis Entertainment Group (DEG),USA,Tom McLoughlin,Comedy,1988962,Date with an Angel,PG,11/20/1987,105,Phoebe Cates,Tom McLoughlin,1987,-75.137975,1987-11-20
379,-5542957,5800000,In-Cine Compa��a Industrial Cinematogr�fica,USA,Alex Cox,Biography,257043,Walker,R,12/4/1987,94,Ed Harris,Rudy Wurlitzer,1987,-95.56822413793104,1987-12-04
382,-16771049,19000000,TriStar Pictures,USA,Roger Young,Action,2228951,The Squeeze,PG-13,7/10/1987,101,Michael Keaton,Daniel Taplitz,1987,-88.26867894736841,1987-07-10
384,1075793,5000000,Golan-Globus Productions,USA,Peter R. Hunt,Action,6075793,Assassination,PG-13,1/9/1987,88,Charles Bronson,Richard Sale,1987,21.51586,1987-01-09
385,-61867,75000,Titan Productions,USA,David DeCoteau,Horror,13133,Creepozoids,R,10/2/1987,72,Linnea Quigley,Dave Eisenstark,1987,-82.48933333333333,1987-10-02
387,-6330169,12000000,TriStar Pictures,USA,Robert Benton,Comedy,5669831,Nadine,PG,8/7/1987,83,Jeff Bridges,Robert Benton,1987,-52.75140833333334,1987-08-07
